word,score_scaled
AMPERE,0.42239576869098655
AMPLIFIER,0.8281508072138473
AMPLITUDE,0.5576474481986067
AMUSE,0.6626663993457
AN,0.24895537967533232
ANALOGY,0.3635215081994342
ANALYTIC,0.4208045724614851
ANCHOR,0.8313331996728501
ANCIENT,0.6563016144276945
AND,0.2982824627898762
ANECDOTE,0.5067291688545614
ANELE,0.26327614574084507
ANGEL,0.8201948260663401
ANGER,0.7151758749192467
ANGLE,0.739043818361768
ANGRY,0.7215406598372525
ANIMAL,0.85360994688587
ANIMOSITY,0.5560562519691055
ANKLE,0.9140754036069236
ANNEAL,0.28714408918336626
ANNEX,0.6308424747556718
ANNOUNCEMENT,0.5449178783625954
ANNUAL,0.478087636723536
ANSWER,0.524232327379077
ANT,0.9140754036069236
ANTAGONISM,0.5401442896740911
ANTEROOM,0.535370700985587
ANTICIPATION,0.6308424747556718
ANTIQUE,0.8122388449188331
ANTITOXIN,0.5560562519691055
ANXIETY,0.6101569237721534
ANXIOUS,0.5369618972150885
ANY,0.2664585381998479
ANYBODY,0.46217567442852187
ANYONE,0.39693662901896387
APART,0.5178675424610715
APARTMENT,0.823377218525343
APATHY,0.5369618972150885
APE,0.9188489922954279
APERTURE,0.6133393162311562
APEX,0.535370700985587
APOLOGY,0.5751506067231222
APPARENT,0.36193031196993275
APPEAL,0.5783329991821251
APPEAR,0.48127002918253886
APPEARANCE,0.6149305124606577
APPLE,0.9522641131149576
APPLIANCE,0.8201948260663401
APPOINTMENT,0.5528738595101026
APPRAISE,0.42557816114998936
APPRECIATE,0.41603098377298087
APPROACH,0.46217567442852187
APPROVAL,0.535370700985587
APRICOT,0.8790690865578925
APRON,0.8376979845908556
APT,0.4080750026254738
APTITUDE,0.431942946067995
ARBITER,0.34760954590442006
ARBITRARY,0.37784227426494693
ARBOR,0.5337795047560856
ARC,0.7247230522962553
ARCH,0.8249684147548444
ARCHERY,0.8138300411483346
ARDENT,0.49081720655954736
ARE,0.3555655270519271
AREA,0.5656034293461139
ARGUE,0.5942449614771392
ARID,0.6276600822966689
ARISE,0.5019555801660573
ARISTOCRACY,0.6865343427882213
ARK,0.7613205655747879
ARM,0.8822514790168954
ARMADILLO,0.5767418029526237
ARMOR,0.739043818361768
ARMOUR,0.7915532939353147
ARMY,0.8583835355743741
AROMATIC,0.6435720445916833
ARRANGEMENT,0.44149012344500355
ARRAY,0.5194587386905729
ARRIVAL,0.6053833350836493
ARROGANT,0.5783329991821251
ARROW,0.9236225809839322
ART,0.7231318560667539
ARTICLE,0.6085657275426521
ARTIFICE,0.320559210002896
ARTIFICIAL,0.5528738595101026
ARTIST,0.8933898526234052
ARTISTIC,0.6403896521326804
AS,0.2951000703308734
ASBESTOS,0.7549557806567821
ASH,0.8186036298368389
ASHAMED,0.5703770180346182
ASHEN,0.5671946255756153
ASPARAGUS,0.8774778903283911
ASPECT,0.30942083639638607
ASPHALT,0.8440627695088614
ASPIRIN,0.8011004713123233
ASSAULT,0.7040375013127369
ASSEMBLE,0.5958361577066407
ASSENT,0.4876348141005445
ASSIST,0.524232327379077
ASSISTANCE,0.4924084027890488
ASSORTMENT,0.5226411311495756
ASSUMPTION,0.34760954590442006
ASTER,0.2951000703308734
ASTROLABE,0.17735154934776867
ASTRONOMY,0.7072198937717398
ASTUTE,0.3539743308224257
AT,0.29669126656037476
ATE,0.5178675424610715
ATHLETE,0.8790690865578925
ATHLETICS,0.815421237377836
ATMOSPHERE,0.6451632408211845
ATOM,0.7326790334437623
ATROCITY,0.581515391641128
ATTACK,0.7358614259027652
ATTEMPT,0.4192133762319837
ATTEND,0.5528738595101026
ATTENDANT,0.7326790334437623
ATTENTIVE,0.4987731877070544
ATTITUDE,0.4494461045925106
ATTRIBUTE,0.4080750026254738
AUDIENCE,0.8217860222958415
AUDIT,0.3412447609864144
AUDITION,0.5671946255756153
AUDITORIUM,0.8504275544268671
AUNT,0.8408803770498585
AURAL,0.3412447609864144
AURORA,0.4876348141005445
AUTHENTIC,0.619704101149162
AUTHOR,0.6706223804932072
AUTHORITATIVE,0.50513797262506
AUTOMOBILE,0.9379433470494449
AUTUMN,0.9283961696724363
AVAILABLE,0.3921630403304596
AVALANCHE,0.8870250677053997
AVENUE,0.8361067883613544
AVERAGE,0.4112573950844766
AVIATOR,0.6467544370506859
AVID,0.45581088951051624
AVOWAL,0.2696409306588507
AWAIT,0.404892610166471
AWARE,0.41284859131397805
AWAY,0.37147748934694125
AWEIGH,0.2775969118063578
AWKWARD,0.6053833350836493
AWL,0.40330141393696955
AXE,0.8886162639349011
AXIL,0.5576474481986067
AXIOM,0.4335341422974964
AXLE,0.8297420034433487
AYE,0.3444271534454172
Abbey,0.6944903239357285
About,0.6324336709851732
Academy,0.681760754099717
Action,0.6626663993457
Adam,0.7056286975422383
Address,0.7565469768862836
Affairs,0.7756413316403006
Africa,0.7485909957387766
African,0.6690311842637058
After,0.6435720445916833
Air,0.6738047729522101
Airport,0.7167670711487482
Al,0.6801695578702156
Alan,0.6833519503292185
Albert,0.6849431465587199
Alex,0.6849431465587199
Alexander,0.7056286975422383
Alice,0.7040375013127369
All,0.6340248672146747
Along,0.8058740600008274
Also,0.6340248672146747
Always,0.7088110900012412
Am,0.6738047729522101
Ambassador,0.7740501354107991
America,0.6833519503292185
American,0.7358614259027652
Amsterdam,0.7072198937717398
Amy,0.6944903239357285
An,0.6244776898376663
Ana,0.6992639126242326
And,0.6865343427882213
Andrea,0.69608152016523
Andrew,0.6785783616407144
Andy,0.6753959691817115
Angel,0.638798455903179
Angeles,0.6897167352472242
Ann,0.6451632408211845
Anna,0.6913079314767256
Anne,0.6992639126242326
Anniversary,0.6706223804932072
Annual,0.7088110900012412
Another,0.6181129049196605
Antonio,0.6674399880342043
Apple,0.7056286975422383
April,0.6610752031161988
Arch,0.7533645844272807
Are,0.7072198937717398
Area,0.681760754099717
Argentina,0.6976727163947312
Arizona,0.7294966409847596
Army,0.7024463050832355
Around,0.6722135767227087
Art,0.6801695578702156
Arts,0.6722135767227087
As,0.6881255390177228
Asia,0.681760754099717
Asian,0.6722135767227087
Association,0.6992639126242326
At,0.6642575955752015
Atlanta,0.7135846786897455
Atlantic,0.7422262108207709
August,0.6753959691817115
Austin,0.6785783616407144
Australia,0.6626663993457
Australian,0.6913079314767256
Austria,0.7040375013127369
Auto,0.7231318560667539
Avenue,0.7183582673782496
Aviation,0.6897167352472242
Award,0.7406350145912695
B,0.6308424747556718
B.,0.7485909957387766
BABE,0.8329243959023516
BABY,0.9061194224594167
BACK,0.7072198937717398
BACKGROUND,0.6181129049196605
BACTERIA,0.7422262108207709
BAD,0.5560562519691055
BADGE,0.7645029580337908
BAG,0.8456539657383628
BAGPIPE,0.8838426752463968
BAIL,0.7024463050832355
BAKE,0.7263142485257568
BALANCE,0.6212952973786634
BALE,0.6913079314767256
BALL,0.9283961696724363
BALLOON,0.8663395167218813
BALLOT,0.6340248672146747
BANALITY,0.3444271534454172
BANANA,0.9634024867214677
BAND,0.8599747318038755
BANDAGE,0.8201948260663401
BANDIT,0.8329243959023516
BANG,0.6865343427882213
BANK,0.8297420034433487
BANKER,0.8376979845908556
BANNER,0.8440627695088614
BAR,0.8870250677053997
BARB,0.6515280257391902
BARD,0.5846977841001308
BARE,0.7135846786897455
BARGAIN,0.7422262108207709
BARK,0.796326882623819
BARN,0.8758866940988896
BARNACLE,0.6674399880342043
BARON,0.7310878372142611
BARREL,0.8965722450824081
BASE,0.6324336709851732
BASEMENT,0.8472451619678643
BASHFUL,0.5751506067231222
BASIC,0.36988629311743987
BASIN,0.8011004713123233
BASKET,0.8297420034433487
BASS,0.804282863771326
BAT,0.8711131054103856
BATH,0.8949810488529066
BATON,0.7597293693452865
BATTLE,0.8886162639349011
BAWL,0.6022009426246464
BAY,0.8456539657383628
BAYONET,0.8106476486893317
BE,0.37465988180594406
BEACH,1.0
BEAK,0.8520187506563686
BEAM,0.796326882623819
BEAN,0.7947356863943176
BEAR,0.8488363581973657
BEARD,0.9411257395084478
BEAST,0.8265596109843458
BEAT,0.5846977841001308
BEAU,0.5656034293461139
BEAUTIFUL,0.785188509017309
BEAUTY,0.7549557806567821
BEAVER,0.9124842073774222
BECAME,0.3555655270519271
BECAUSE,0.32692399492090163
BECOME,0.3507919383634229
BED,0.9490817206559548
BEDEL,0.22031384754430688
BEDROOM,0.9395345432789464
BEE,0.9299873659019378
BEECH,0.6308424747556718
BEEF,0.9331697583609406
BEEHIVE,0.8488363581973657
BEEN,0.2919176778718705
BEER,0.8902074601644023
BEET,0.8217860222958415
BEETLE,0.9570377018034619
BEFORE,0.3444271534454172
BEG,0.6244776898376663
BEGAN,0.33806236852741156
BEGGAR,0.8822514790168954
BEGINNING,0.5099115613135643
BEHAVIOUR,0.497181991477553
BEHIND,0.5290059160675813
BEING,0.45262849705151337
BELFRY,0.6594840068866974
BELIEF,0.46058447819902043
BELL,0.9093018149184193
BELLE,0.5767418029526237
BELLIGERENT,0.48604361787104317
BELLY,0.8552011431153712
BELOVED,0.6642575955752015
BELOW,0.44308131967450487
BELT,0.7247230522962553
BENCH,0.8217860222958415
BEND,0.6706223804932072
BENEFACTOR,0.4876348141005445
BENEFICIAL,0.5146851500020686
BENEFIT,0.6467544370506859
BENZENE,0.6037921388541478
BEQUEST,0.40648380639597237
BEREAVEMENT,0.5894713727886352
BERET,0.7613205655747879
BERRY,0.815421237377836
BERTH,0.5783329991821251
BESIEGER,0.47172285180553036
BEST,0.4542196932810148
BET,0.6594840068866974
BETEL,0.3173768175438932
BETRAYAL,0.5083203650840629
BETTER,0.37465988180594406
BETTERMENT,0.431942946067995
BEVERAGE,0.8376979845908556
BEWILDERMENT,0.5862889803296323
BHANG,0.28396169672436344
BIB,0.7151758749192467
BIBLE,0.8838426752463968
BID,0.5656034293461139
BIER,0.40648380639597237
BIG,0.6753959691817115
BILIOUS,0.404892610166471
BILL,0.7899620977058133
BILLED,0.5035467763955588
BIN,0.8329243959023516
BIOLOGY,0.6403896521326804
BIRCH,0.8313331996728501
BIRD,0.9156665998364251
BIRTH,0.785188509017309
BISCUIT,0.8472451619678643
BISHOP,0.7724589391812977
BISON,0.7995092750828219
BIT,0.6260688860671677
BITE,0.8186036298368389
BITTER,0.6658487918047029
BITTERNESS,0.5401442896740911
BIVOUAC,0.5274147198380799
BLACK,0.8758866940988896
BLACKSMITH,0.85360994688587
BLADE,0.84247157327936
BLAME,0.50513797262506
BLAND,0.4924084027890488
BLANKET,0.8647483204923798
BLASPHEMY,0.5035467763955588
BLEACH,0.7501821919682778
BLEAK,0.6308424747556718
BLESSING,0.6101569237721534
BLEW,0.581515391641128
BLIND,0.7104022862307426
BLINK,0.6881255390177228
BLISTER,0.9188489922954279
BLOCK,0.7072198937717398
BLONDE,0.9061194224594167
BLOOD,0.9252137772134335
BLOOM,0.7724589391812977
BLOSSOM,0.9220313847544308
BLOUSE,0.8854338714758982
BLOW,0.6674399880342043
BLUE,0.8440627695088614
BLUEBELL,0.9013458337709124
BLUNDER,0.6260688860671677
BLUNDERBUSS,0.5083203650840629
BLUNT,0.581515391641128
BLUSH,0.815421237377836
BOAR,0.7724589391812977
BOARD,0.8806602827873939
BOAST,0.600609746395145
BOAT,0.9427169357379492
BOATING,0.7867797052468104
BOATSWAIN,0.48445242164154173
BODY,0.9156665998364251
BOIL,0.7867797052468104
BOISTEROUS,0.581515391641128
BOLE,0.2775969118063578
BOLL,0.36829509688793843
BOLT,0.815421237377836
BOMB,0.9029370300004138
BOND,0.543326682133094
BONE,0.8408803770498585
BONUS,0.5703770180346182
BOOK,0.8790690865578925
BOOT,0.8997546375414109
BOOTH,0.7119934824602441
BORDER,0.6594840068866974
BORE,0.581515391641128
BOREDOM,0.5846977841001308
BORING,0.5592386444281081
BORN,0.6308424747556718
BORNE,0.4892260103300459
BOSOM,0.8822514790168954
BOSS,0.8201948260663401
BOTANY,0.5910625690181366
BOTH,0.41284859131397805
BOTHER,0.5258235236085784
BOTTLE,0.9236225809839322
BOTTOM,0.6324336709851732
BOULDER,0.9156665998364251
BOUNDARY,0.6308424747556718
BOUQUET,0.8917986563939038
BOURBON,0.9029370300004138
BOW,0.8074652562303288
BOWL,0.8599747318038755
BOX,0.8790690865578925
BOY,0.9220313847544308
BRA,0.9315785621314392
BRACELET,0.9029370300004138
BRAIN,0.8488363581973657
BRAKE,0.7517733881977793
BRAMBLE,0.5385530934445899
BRANCH,0.8106476486893317
BRANDY,0.8774778903283911
BRASS,0.7724589391812977
BRASSIERE,0.9490817206559548
BRAT,0.7915532939353147
BRAVE,0.6181129049196605
BRAVERY,0.6547104181981931
BRAWL,0.7104022862307426
BREAD,0.9236225809839322
BREAK,0.5719682142641196
BREAKFAST,0.8711131054103856
BREAST,0.8886162639349011
BREATH,0.7024463050832355
BRED,0.554465055739604
BREEZE,0.8297420034433487
BRIBE,0.6149305124606577
BRICK,0.8520187506563686
BRIDGE,0.9061194224594167
BRIEF,0.48604361787104317
BRIGAND,0.46694926311702617
BRIGHT,0.7167670711487482
BRILLIANT,0.7056286975422383
BRIM,0.7501821919682778
BRISKET,0.5274147198380799
BRISTLE,0.8329243959023516
BROAD,0.6753959691817115
BROCADE,0.600609746395145
BROIL,0.758138173115785
BROKE,0.7104022862307426
BROKEN,0.6849431465587199
BRONZE,0.8742954978693882
BROOK,0.8886162639349011
BROOM,0.9061194224594167
BROTHER,0.8758866940988896
BROWNIE,0.8186036298368389
BRUSH,0.8456539657383628
BRUT,0.562421036887111
BRUTAL,0.6181129049196605
BRUTALITY,0.7167670711487482
BRUTE,0.7040375013127369
BUBAL,0.30942083639638607
BUBBLE,0.8997546375414109
BUCKET,0.8711131054103856
BUCKLE,0.8727043016398868
BUD,0.7469997995092752
BUDGET,0.5656034293461139
BUFFER,0.6690311842637058
BUFFOON,0.5640122331166124
BUILD,0.573559410493621
BUILDER,0.815421237377836
BUILDING,0.8583835355743741
BULKY,0.6674399880342043
BULLDOG,0.8663395167218813
BULLET,0.9108930111479208
BUMP,0.69608152016523
BUNCH,0.7119934824602441
BUNGALOW,0.8026916675418245
BUNNY,0.8695219091808841
BUOYANT,0.6165217086901591
BURDEN,0.7326790334437623
BUREAU,0.7294966409847596
BURGHER,0.44308131967450487
BURIAL,0.804282863771326
BURLAP,0.7151758749192467
BURN,0.7995092750828219
BURNER,0.7151758749192467
BURRO,0.9538553093444591
BURROW,0.6451632408211845
BURY,0.5767418029526237
BUSH,0.8122388449188331
BUSINESS,0.6403896521326804
BUSY,0.5799241954116265
BUSYBODY,0.7501821919682778
BUT,0.2664585381998479
BUTCHER,0.8870250677053997
BUTLER,0.8026916675418245
BUTTER,0.8981634413119095
BUTTERFLY,0.9315785621314392
BUTTON,0.861565928033377
BUTYL,0.366703900658437
BUY,0.5703770180346182
BUYER,0.6753959691817115
BY,0.30305605147838044
BYRE,0.30623844393738325
Baby,0.7231318560667539
Back,0.6833519503292185
Bad,0.6372072596736775
Baker,0.6706223804932072
Ball,0.6865343427882213
Baltimore,0.6515280257391902
Band,0.7231318560667539
Bank,0.657892810657196
Bar,0.7279054447552582
Barbara,0.6690311842637058
Barnes,0.7088110900012412
Base,0.6626663993457
Basketball,0.7820061165583063
Bath,0.6515280257391902
Bay,0.7565469768862836
Be,0.6674399880342043
Beach,0.796326882623819
Bear,0.7024463050832355
Beautiful,0.7231318560667539
Bee,0.7867797052468104
Beer,0.739043818361768
Before,0.638798455903179
Behind,0.6976727163947312
Belgium,0.6992639126242326
Bell,0.6849431465587199
Ben,0.6913079314767256
Berlin,0.6674399880342043
Best,0.6833519503292185
Big,0.6626663993457
Bill,0.7151758749192467
Bird,0.804282863771326
Birds,0.785188509017309
Birmingham,0.6610752031161988
Black,0.6626663993457
Blue,0.7406350145912695
Blues,0.6976727163947312
Board,0.7438174070502723
Boat,0.7835973127878078
Bob,0.6674399880342043
Boeing,0.69608152016523
Book,0.7565469768862836
Booth,0.7645029580337908
Boston,0.7247230522962553
Boulder,0.7740501354107991
Bowl,0.6992639126242326
Box,0.6849431465587199
Boy,0.7104022862307426
Boys,0.6928991277062271
Brazil,0.7263142485257568
Break,0.6865343427882213
Breakfast,0.7645029580337908
Brian,0.7183582673782496
Bridge,0.7788237240993034
Brigade,0.785188509017309
Bristol,0.7056286975422383
British,0.7151758749192467
Brooklyn,0.6531192219686917
Brothers,0.7294966409847596
Brown,0.6642575955752015
Brussels,0.7056286975422383
Budapest,0.7263142485257568
Building,0.6833519503292185
Business,0.7469997995092752
But,0.6117481200016548
By,0.6690311842637058
C,0.6547104181981931
C.,0.6435720445916833
CABBAGE,0.8504275544268671
CABIN,0.8647483204923798
CABINET,0.7724589391812977
CABLE,0.6849431465587199
CACHE,0.4208045724614851
CAFE,0.9331697583609406
CAGE,0.8695219091808841
CAKE,0.9315785621314392
CALCULUS,0.6308424747556718
CALF,0.8376979845908556
CALIX,0.3332887798389073
CALL,0.6133393162311562
CALM,0.6372072596736775
CALMNESS,0.6340248672146747
CAME,0.39693662901896387
CAMEL,0.8313331996728501
CAMERA,0.8552011431153712
CAMOUFLAGE,0.7549557806567821
CAMP,0.8742954978693882
CAN,0.5258235236085784
CANAL,0.8742954978693882
CANARY,0.7867797052468104
CANCER,0.8408803770498585
CANDID,0.47490524426453323
CANDIDATE,0.657892810657196
CANDLE,0.8838426752463968
CANDLELIGHT,0.8917986563939038
CANDY,0.8949810488529066
CANE,0.9061194224594167
CANNON,0.8742954978693882
CANOE,0.8965722450824081
CANON,0.7231318560667539
CANTEEN,0.7979180788533204
CAPABLE,0.4398989272155021
CAPACITY,0.5321883085265842
CAPE,0.8392891808203571
CAPITAL,0.7629117618042893
CAPITOL,0.8058740600008274
CAPITULATE,0.3555655270519271
CAPSULE,0.8838426752463968
CAPTAIN,0.7294966409847596
CAPTIVE,0.7629117618042893
CAR,0.9538553093444591
CARAT,0.4876348141005445
CARAVAN,0.8329243959023516
CARBOHYDRATE,0.6722135767227087
CARBON,0.6467544370506859
CARD,0.8583835355743741
CARDINAL,0.7835973127878078
CARE,0.5481002708215983
CAREER,0.6037921388541478
CAREFREE,0.6483456332801874
CAREFUL,0.4892260103300459
CARELESS,0.5130939537725672
CARGO,0.7294966409847596
CARNAGE,0.497181991477553
CARNATION,0.9108930111479208
CAROL,0.7326790334437623
CARP,0.796326882623819
CARPET,0.7947356863943176
CARRIAGE,0.7804149203288049
CARROT,0.8567923393448726
CARRY,0.5640122331166124
CART,0.8886162639349011
CARTILAGE,0.6085657275426521
CASE,0.7613205655747879
CASEMENT,0.6833519503292185
CASH,0.8742954978693882
CASKET,0.8742954978693882
CASQUE,0.38420705918295256
CAST,0.7072198937717398
CASTE,0.6117481200016548
CASTOR,0.6212952973786634
CAT,0.9204401885249294
CATASTROPHE,0.6308424747556718
CATERPILLAR,0.9347609545904421
CATFISH,0.804282863771326
CATHEDRAL,0.8917986563939038
CATTLE,0.9236225809839322
CAUCUS,0.5210499349200743
CAUGHT,0.5767418029526237
CAUL,0.23781700606882245
CAULIFLOWER,0.8408803770498585
CAUSALITY,0.47013165557602893
CAUSE,0.38738945164195543
CAUSTIC,0.44308131967450487
CAUTIOUS,0.51627634623157
CAVE,0.8949810488529066
CAVERN,0.8106476486893317
CEDAR,0.7597293693452865
CEDE,0.320559210002896
CEILING,0.8249684147548444
CELL,0.8774778903283911
CELLAR,0.8488363581973657
CEMENT,0.8583835355743741
CENT,0.7629117618042893
CENTENNIAL,0.6085657275426521
CENTER,0.6690311842637058
CENTURY,0.5671946255756153
CEREAL,0.8552011431153712
CEREBRUM,0.7629117618042893
CEREMONY,0.7708677429517963
CERTIFICATE,0.7804149203288049
CHAIN,0.8281508072138473
CHAIR,0.9093018149184193
CHALK,0.8949810488529066
CHALLENGE,0.5783329991821251
CHAMOIS,0.676987165411213
CHAMPION,0.7469997995092752
CHANCE,0.5019555801660573
CHANNEL,0.7469997995092752
CHAOS,0.676987165411213
CHAOTIC,0.6292512785261704
CHAPEL,0.8297420034433487
CHARACTER,0.5305971122970827
CHARITY,0.6467544370506859
CHARLATAN,0.49559079524805155
CHARM,0.6626663993457
CHARMING,0.6722135767227087
CHART,0.7835973127878078
CHARTER,0.5846977841001308
CHASM,0.6642575955752015
CHASSIS,0.5528738595101026
CHATTERBOX,0.7597293693452865
CHEAT,0.6658487918047029
CHEEK,0.8313331996728501
CHEERED,0.6133393162311562
CHEERFUL,0.6944903239357285
CHEERY,0.6531192219686917
CHEESE,0.8806602827873939
CHEMISTRY,0.6674399880342043
CHERRY,0.8647483204923798
CHEST,0.823377218525343
CHESTNUT,0.8965722450824081
CHEW,0.777232527869802
CHIC,0.6340248672146747
CHICKEN,0.9236225809839322
CHIEF,0.8058740600008274
CHILD,0.9236225809839322
CHILDHOOD,0.7167670711487482
CHILDISH,0.6022009426246464
CHILDREN,0.8886162639349011
CHILLY,0.6706223804932072
CHIN,0.9061194224594167
CHINA,0.8886162639349011
CHINCHILLA,0.7820061165583063
CHINK,0.6212952973786634
CHIPMUNK,0.9077106186889179
CHISEL,0.8408803770498585
CHLORIDE,0.6308424747556718
CHLORINE,0.7024463050832355
CHOCOLATE,0.9108930111479208
CHOIR,0.8408803770498585
CHOOSE,0.41443978754347943
CHOP,0.85360994688587
CHORAL,0.7183582673782496
CHORUS,0.7485909957387766
CHOW,0.45740208574001767
CHRISTMAS,0.9395345432789464
CHROME,0.719949463607751
CHRONOLOGY,0.4017102177074681
CHUCKLE,0.7294966409847596
CHURCH,0.9188489922954279
CHUTE,0.681760754099717
CIDER,0.9347609545904421
CIGAR,0.9236225809839322
CIGARETTE,0.9649936829509689
CINDER,0.7645029580337908
CINNAMON,0.8472451619678643
CINQUE,0.31896801377339457
CIRCLE,0.8790690865578925
CIRCUIT,0.6897167352472242
CIRCULAR,0.8026916675418245
CIRCUMSTANCE,0.27282332311785357
CIRCUS,0.8711131054103856
CITATION,0.5528738595101026
CITE,0.46535806688752474
CITIZEN,0.6467544370506859
CITY,0.9013458337709124
CIVIL,0.44308131967450487
CIVILIZATION,0.6340248672146747
CLAIM,0.4494461045925106
CLAM,0.7995092750828219
CLAMMY,0.6801695578702156
CLAMOR,0.5846977841001308
CLAMOUR,0.5146851500020686
CLANG,0.6467544370506859
CLARINET,0.8822514790168954
CLASH,0.6642575955752015
CLASP,0.6642575955752015
CLAW,0.8933898526234052
CLAY,0.85360994688587
CLEAN,0.6610752031161988
CLEANNESS,0.700855108853734
CLEAR,0.6642575955752015
CLEARANCE,0.44626371213350774
CLEAT,0.7040375013127369
CLEAVER,0.6992639126242326
CLEMENCY,0.47013165557602893
CLEVER,0.5401442896740911
CLIENT,0.6435720445916833
CLIFF,0.8917986563939038
CLINCH,0.6117481200016548
CLINK,0.6897167352472242
CLOAK,0.7629117618042893
CLOCK,0.9156665998364251
CLOSE,0.6069745313131507
CLOSER,0.5640122331166124
CLOSET,0.7740501354107991
CLOTH,0.8090564524598303
CLOTHES,0.9395345432789464
