dataset_hash,dataset_name,dataset_size,model_name,pearson_corr,spearman_corr,time_seconds,timestamp
6cb4580a7ca19974ddca32d687990a6b,StephanAkkerman/semantic-similarity,4851,jinaai/jina-embeddings-v3,0.43044283894127244,0.4176154709763962,651.1614606380463,2024-11-09T13:06:55.545976
6cb4580a7ca19974ddca32d687990a6b,StephanAkkerman/semantic-similarity,4851,fasttext,0.4112450258841375,0.39674950378073,0.5462403297424316,2024-11-09T13:09:08.088183
6cb4580a7ca19974ddca32d687990a6b,StephanAkkerman/semantic-similarity,4851,intfloat/multilingual-e5-small,0.3302469130906639,0.3145384102761493,173.5974760055542,2024-11-09T13:12:01.695646
6cb4580a7ca19974ddca32d687990a6b,StephanAkkerman/semantic-similarity,4851,paraphrase-multilingual-minilm-l12-v2,0.5069361604835918,0.48962642118112715,173.90581393241882,2024-11-09T13:14:55.613450
